"UID"	"Sem"	"Class"	"Core"	"Section"	"Description"	"Transfer"	"Spec_Att"	"Credits"	"Grade"	"Current"
"a1000b779x807"	1108	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a839b618x646"	1108	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1081b860x888"	1108	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	
"a880b659x687"	1108	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a713b492x520"	1108	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	
"a1012b791x819"	1108	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a788b567x595"	1108	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a710b489x517"	1108	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a866b645x673"	1108	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a940b719x747"	1108	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a724b503x531"	1108	"PUAF610"	"*"	"0401"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a963b742x770"	1108	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a917b696x724"	1108	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a959b738x766"	1201	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a843b622x650"	1201	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a664b443x471"	1201	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a829b608x636"	1201	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a814b593x621"	1201	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a713b492x520"	1205	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1091b870x898"	1208	"PUAF610"		"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a775b554x582"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a751b530x558"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a737b516x544"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a896b675x703"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a949b728x756"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1063b842x870"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a730b509x537"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a967b746x774"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a808b587x615"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a854b633x661"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a709b488x516"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a862b641x669"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a776b555x583"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a832b611x639"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a910b689x717"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a691b470x498"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a707b486x514"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1090b869x897"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a838b617x645"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1049b828x856"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a769b548x576"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1036b815x843"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a722b501x529"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a616b395x423"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1037b816x844"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a932b711x739"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a623b402x430"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	
"a794b573x601"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a831b610x638"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a947b726x754"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a698b477x505"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	
"a965b744x772"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a995b774x802"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a1031b810x838"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a604b383x411"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a818b597x625"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a821b600x628"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a605b384x412"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a848b627x655"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a1067b846x874"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a904b683x711"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a771b550x578"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1030b809x837"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a796b575x603"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1013b792x820"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a905b684x712"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a748b527x555"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a743b522x550"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a766b545x573"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a994b773x801"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a884b663x691"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a745b524x552"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a915b694x722"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a658b437x465"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a673b452x480"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a742b521x549"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a819b598x626"	1208	"PUAF610"		"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a800b579x607"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a913b692x720"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a712b491x519"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a943b722x750"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a617b396x424"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1024b803x831"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a637b416x444"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a601b380x408"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a944b723x751"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1011b790x818"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a979b758x786"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a928b707x735"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1076b855x883"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a608b387x415"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a875b654x682"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1043b822x850"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a961b740x768"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a749b528x556"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a811b590x618"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1073b852x880"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a983b762x790"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a920b699x727"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a799b578x606"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1084b863x891"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a680b459x487"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1064b843x871"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a632b411x439"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a721b500x528"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a689b468x496"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a734b513x541"	1208	"PUAF610"	"*"	"0901"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1035b814x842"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a644b423x451"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a857b636x664"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a934b713x741"	1208	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a647b426x454"	1208	"PUAF610"		"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a987b766x794"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"B+"	"X"
"a922b701x729"	1208	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a991b770x798"	1208	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a628b407x435"	1208	"PUAF610"		"0201"	"Quantitative Aspects of Public Policy"			3	"B+"	"X"
"a896b675x703"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1007b786x814"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a779b558x586"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1097b876x904"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a675b454x482"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a638b417x445"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a850b629x657"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a620b399x427"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a1085b864x892"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a736b515x543"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a728b507x535"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a893b672x700"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a674b453x481"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a735b514x542"	1301	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a637b416x444"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a723b502x530"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a814b593x621"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a987b766x794"	1301	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a779b558x586"	1305	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	
"a688b467x495"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	
"a639b418x446"	1308	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a711b490x518"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a929b708x736"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1100b879x907"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a892b671x699"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a602b381x409"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a830b609x637"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a760b539x567"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a968b747x775"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a772b551x579"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a977b756x784"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a694b473x501"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a850b629x657"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a640b419x447"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1052b831x859"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a932b711x739"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a643b422x450"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a841b620x648"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	
"a782b561x589"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a958b737x765"	1308	"PUAF610"		"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a781b560x588"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a812b591x619"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a964b743x771"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a970b749x777"	1308	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a784b563x591"	1308	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a937b716x744"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a773b552x580"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a677b456x484"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a746b525x553"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1088b867x895"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a703b482x510"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a916b695x723"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1095b874x902"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a755b534x562"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a619b398x426"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a631b410x438"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a955b734x762"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a919b698x726"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a747b526x554"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a793b572x600"	1308	"PUAF610"		"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1071b850x878"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a851b630x658"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a706b485x513"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a727b506x534"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a827b606x634"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a886b665x693"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a855b634x662"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a763b542x570"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a663b442x470"	1308	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a611b390x418"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a764b543x571"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a935b714x742"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a953b732x760"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a634b413x441"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a613b392x420"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a803b582x610"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1025b804x832"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a887b666x694"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a826b605x633"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a719b498x526"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a652b431x459"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a901b680x708"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a925b704x732"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1047b826x854"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a615b394x422"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a883b662x690"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a946b725x753"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1083b862x890"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a999b778x806"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a802b581x609"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a927b706x734"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a877b656x684"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a865b644x672"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a791b570x598"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a1001b780x808"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a797b576x604"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a939b718x746"	1308	"PUAF610"	"*"	"0301"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a820b599x627"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a704b483x511"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a715b494x522"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a607b386x414"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a907b686x714"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a671b450x478"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a659b438x466"	1308	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a895b674x702"	1308	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a879b658x686"	1308	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a629b408x436"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"B+"	"X"
"a668b447x475"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a646b425x453"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a640b419x447"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a795b574x602"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a661b440x468"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a931b710x738"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A-"	"X"
"a908b687x715"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"B+"	"X"
"a1069b848x876"	1401	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a867b646x674"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"B+"	"X"
"a1087b866x894"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1023b802x830"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a1019b798x826"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"B+"	"X"
"a655b434x462"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a863b642x670"	1401	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a629b408x436"	1408	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a823b602x630"	1408	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a853b632x660"	1408	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"B+"	"X"
"a1059b838x866"	1408	"PUAF610"	"*"	"0101"	"Quantitative Aspects of Public Policy"			3	"B+"	"X"
"a1066b845x873"	1408	"PUAF610"		"0101"	"Quantitative Aspects of Public Policy"			3	"B+"	"X"
"a625b404x432"	1408	"PUAF610"	"*"	"0201"	"Quantitative Aspects of Public Policy"			3	"A"	"X"
"a757b536x564"	1308	"SOCY611"		"0101"	"Introduction to Demographic Methods"			3	"A"	"X"
